x_axis,y_axis,heading,rotation,time
1.2,3.21,-1.570796327,0,4
1.2,2.971666667,-1.570796327,1,8
1.2,2.733333333,-1.570796327,1,12
1.2,2.495,-1.570796327,1,16
1.2,2.256666667,-1.570796327,1,20
1.2,2.018333333,-1.570796327,1,24
1.2,1.78,-1.570796327,1,28
1.2,1.78,-1.570796327,0,36
1.2,1.78,-1.570796327,0,36
