x_axis,y_axis,heading,rotation,time
1.2,1.78,-1.570796327,0,4
1.2,1.541666667,-1.570796327,1,8
1.2,1.303333333,-1.570796327,1,12
1.2,1.065,-1.570796327,1,16
1.2,0.826666667,-1.570796327,1,20
1.2,0.588333333,-1.570796327,1,24
1.2,0.35,-1.570796327,1,28
