x_axis,y_axis,heading,rotation,time
3.25,2.38,2.68779598654539,0,2
3.25,2.38,2.23399931950099,0,4
3.25,2.38,2.23399931950099,0,6
3.1875,2.46,2.23399931950099,1,8
3.125,2.54,2.23399931950099,1,10
3.0625,2.62,2.23399931950099,1,12
3,2.7,2.23399931950099,1,14
3,2.7,2.23399931950099,1,16
3,2.7,2.81984209919315,0,18
3,2.7,2.81984209919315,0,20
2.8875,2.7375,2.81984209919315,1,22
2.775,2.775,2.81984209919315,1,24
2.6625,2.8125,2.81984209919315,1,26
2.55,2.85,2.81984209919315,1,28
2.55,2.85,2.81984209919315,1,30
2.55,2.85,3.14159265358979,0,32
2.55,2.85,3.14159265358979,0,34
2.475,2.85,3.14159265358979,1,36
2.4,2.85,3.14159265358979,1,38
2.4,2.85,3.14159265358979,1,40
2.4,2.85,2.44721848096963,0,42
2.4,2.85,1.75284430834947,0,44
2.4,2.85,1.05847013572931,0,46
2.4,2.85,0.364095963109144,0,48
2.4,2.85,-0.330278209511019,0,50
2.4,2.85,-1.02465238213118,0,52
2.4,2.85,-1.71902655475134,0,54
2.4,2.85,-2.41340072737151,0,56
2.4,2.85,-2.41340072737151,0,58
2.31428571428571,2.77357142857143,-2.41340072737151,1,60
2.22857142857143,2.69714285714286,-2.41340072737151,1,62
2.14285714285714,2.62071428571429,-2.41340072737151,1,64
2.05714285714286,2.54428571428571,-2.41340072737151,1,66
1.97142857142857,2.46785714285714,-2.41340072737151,1,68
1.88571428571429,2.39142857142857,-2.41340072737151,1,70
1.8,2.315,-2.41340072737151,1,72
1.71428571428571,2.23857142857143,-2.41340072737151,1,74
1.62857142857143,2.16214285714286,-2.41340072737151,1,76
1.54285714285714,2.08571428571429,-2.41340072737151,1,78
1.45714285714286,2.00928571428571,-2.41340072737151,1,80
1.37142857142857,1.93285714285714,-2.41340072737151,1,82
1.28571428571429,1.85642857142857,-2.41340072737151,1,84
1.2,1.78,-2.41340072737151,1,86
1.2,1.78,-2.41340072737151,1,88
1.2,1.78,-1.81005054552863,0,90
1.2,1.78,-1.20670036368575,0,92
1.2,1.78,-0.603350181842876,0,94
1.2,1.78,0,0,96
1.2,1.78,0,0,98
